TIME_PERIOD,REF_AREA,OBS_VALUE
2014-Q4,FR,692011.0
2015-Q1,FR,697077.0
2015-Q2,FR,702470.0
2015-Q3,FR,709205.0
2015-Q4,FR,720464.0
2016-Q1,FR,727671.0
2016-Q2,FR,739774.0
2016-Q3,FR,746439.0
2016-Q4,FR,757633.0
2017-Q1,FR,768919.0
2017-Q2,FR,772587.0
2017-Q3,FR,786713.0
2017-Q4,FR,801682.0
2018-Q1,FR,809259.0
2018-Q2,FR,818699.0
2018-Q3,FR,829465.0
2018-Q4,FR,847582.0
2019-Q1,FR,857452.0
2019-Q2,FR,876130.0
2019-Q3,FR,887506.0
2019-Q4,FR,890815.0
2020-Q1,FR,925620.0
2020-Q2,FR,950769.0
2020-Q3,FR,963966.0
2000-Q1,GR,14677.0
2000-Q2,GR,15724.0
2000-Q3,GR,13322.0
2000-Q4,GR,14572.0
2001-Q1,GR,14240.0
2001-Q2,GR,15296.0
2001-Q3,GR,15390.0
2001-Q4,GR,16488.0
2002-Q1,GR,16614.0
2002-Q2,GR,16958.0
2002-Q3,GR,16678.0
2002-Q4,GR,19300.0
2003-Q1,GR,20715.0
2003-Q2,GR,21765.0
2003-Q3,GR,22311.0
2003-Q4,GR,23143.0
2004-Q1,GR,23971.0
2004-Q2,GR,25405.0
2004-Q3,GR,26769.0
2004-Q4,GR,27438.0
2005-Q1,GR,27902.0
2005-Q2,GR,29228.0
2005-Q3,GR,30274.0
2005-Q4,GR,31710.0
2006-Q1,GR,30414.0
2006-Q2,GR,31380.0
2006-Q3,GR,31946.0
2006-Q4,GR,31736.0
2007-Q1,GR,33912.0
2007-Q2,GR,36723.0
2007-Q3,GR,38012.0
2007-Q4,GR,39783.0
2008-Q1,GR,41425.0
2008-Q2,GR,43845.0
2008-Q3,GR,46405.0
2008-Q4,GR,45893.0
2009-Q1,GR,46209.0
2009-Q2,GR,44373.0
2009-Q3,GR,44559.0
2009-Q4,GR,45835.0
2010-Q1,GR,46859.0
2010-Q2,GR,73095.0
2010-Q3,GR,71767.0
2010-Q4,GR,72346.0
2011-Q1,GR,71327.0
2011-Q2,GR,70624.0
2011-Q3,GR,72225.0
2011-Q4,GR,71566.0
2012-Q1,GR,69089.0
2012-Q2,GR,65458.0
2012-Q3,GR,63208.0
2012-Q4,GR,60857.0
2013-Q1,GR,64135.0
2013-Q2,GR,62484.0
2013-Q3,GR,61607.0
2013-Q4,GR,61515.0
2014-Q1,GR,60346.89
2014-Q2,GR,62024.97
2014-Q3,GR,62637.47
2014-Q4,GR,63105.34
2015-Q1,GR,64317.03
2015-Q2,GR,60215.38
2015-Q3,GR,58859.04
2015-Q4,GR,58891.07
2016-Q1,GR,58862.39
2016-Q2,GR,58532.14
2016-Q3,GR,57900.04
2016-Q4,GR,58286.05
2017-Q1,GR,58075.45
2017-Q2,GR,57266.29
2017-Q3,GR,55772.71
2017-Q4,GR,55610.41
2018-Q1,GR,55067.5
2018-Q2,GR,54966.42
2018-Q3,GR,54250.89
2018-Q4,GR,53291.22
2019-Q1,GR,47166.82
2019-Q2,GR,47462.24
